date,IP,City,ASNumber,MeanThroughputMbps,MinRTT,LossRate
2020-05-18,93.168.160.137,Riyadh,13004,0.0953578941216634,651.0,
2020-07-25,95.185.105.113,Riyadh,13004,15.253205362337647,110.026,
2020-07-25,95.186.74.1,Riyadh,13004,8.660358945513181,110.986,
2020-07-25,95.185.105.113,Riyadh,13004,13.111562860157823,98.193,
2020-07-25,95.185.105.113,Riyadh,13004,14.7607296338068,93.816,
2020-07-25,95.185.105.113,Riyadh,13004,2.5587872151598106,225.416,
2020-07-25,95.185.105.113,Riyadh,13004,9.139730653809089,92.142,
2020-07-25,95.185.105.113,Riyadh,13004,11.795843670725874,208.626,
2020-07-25,95.185.105.113,Riyadh,13004,10.88780547901754,211.518,
2020-07-25,95.185.105.113,Riyadh,13004,21.355804673516527,109.51,
2020-07-25,95.185.105.113,Riyadh,13004,18.183052131510912,95.04,
2020-07-25,95.185.105.113,Riyadh,13004,13.269305061367191,94.518,
2020-07-25,95.186.74.1,Riyadh,13004,7.655476146615168,212.798,
2020-07-25,95.185.105.113,Riyadh,13004,17.691251108141458,209.0,
2020-07-25,95.185.105.113,Riyadh,13004,11.226934256803322,110.846,
2020-07-25,95.185.105.113,Riyadh,13004,14.189452588379742,108.14,
2020-07-25,95.186.74.1,Riyadh,13004,8.395593263569713,212.666,
2020-07-25,95.186.74.1,Riyadh,13004,7.966654579873099,113.553,
2020-07-25,95.186.74.1,Riyadh,13004,8.947680017375795,212.788,
2020-07-25,95.185.105.113,Riyadh,13004,3.039626047551257,96.257,
2020-07-25,95.185.105.113,Riyadh,13004,1.9580736108786132,106.118,
2020-07-25,95.185.105.113,Riyadh,13004,11.318593889232272,101.52,
2020-07-25,95.185.105.113,Riyadh,13004,20.887866149288072,108.05,
2020-07-25,95.185.105.113,Riyadh,13004,10.131611267208378,212.165,
2020-07-25,95.186.74.1,Riyadh,13004,7.83769887576565,110.265,
2020-07-25,95.185.105.113,Riyadh,13004,9.726316130658388,102.132,
2020-07-25,95.186.74.1,Riyadh,13004,7.498900312976307,97.983,
2020-07-25,95.185.105.113,Riyadh,13004,17.116980899626615,93.709,
2020-07-25,95.185.105.113,Riyadh,13004,7.911022367394612,211.578,
2020-07-25,95.185.105.113,Riyadh,13004,10.071163544306676,212.796,
2020-07-25,95.185.105.113,Riyadh,13004,8.175120210997363,95.738,
2020-07-25,95.185.105.113,Riyadh,13004,10.277275936920798,106.519,
2020-07-25,95.185.105.113,Riyadh,13004,14.596426218610016,93.685,
2020-07-25,95.186.74.1,Riyadh,13004,11.650594980837296,109.94,
2020-07-25,95.186.74.1,Riyadh,13004,6.657201081943014,115.131,
2020-07-25,95.185.105.113,Riyadh,13004,16.82761132572333,92.776,
2020-07-25,95.185.105.113,Riyadh,13004,3.5734946252166004,111.539,
2020-07-28,93.169.214.195,Riyadh,13004,6.362193537083948,109.579,
2020-07-28,93.169.214.195,Riyadh,13004,12.154036540281968,96.309,
2020-07-28,93.169.214.195,Riyadh,13004,8.906797063721891,97.595,
2020-07-28,93.169.214.195,Riyadh,13004,10.76613978537419,110.207,
2020-07-28,93.169.214.195,Riyadh,13004,10.048370319713744,110.695,
2020-07-28,93.169.214.195,Riyadh,13004,15.613183571025647,98.773,
2020-07-24,95.186.74.1,Riyadh,13004,9.615452382183836,97.843,
2020-07-24,95.186.74.1,Riyadh,13004,7.450424654570489,213.3,
2020-07-24,95.186.74.1,Riyadh,13004,9.528919172999386,213.003,
